NSimbolos	MaxPos	encoded	decoded	==?
885	1308	1101000000111010101011111000101111000111001111100000100110100011101101101101101100001100010101111000110100000010010001000010111101010011010100010001001	5298753051252332454985742279464756627100267803	True
885	1313	110100000011101010101111100010111100011100111110000010011010001110110110110110110000110001010111100011010000001001000100001011110101001101010001000100100101000110	5298753051252332454985742279464756627100267803593	True
885	1326	110100000011101010101111100010111100011100111110000010011010001110110110110110110000110001010111100011010000001001000100001011110101001101010001000100100101000110101101101	5298753051252332454985742279464756627100267803593857	True
885	1326	110100000011101010101111100010111100011100111110000010011010001110110110110110110000110001010111100011010000001001000100001011110101001101010001000100100101000110101101101010011011	5298753051252332454985742279464756627100267803593857520	True
885	1326	110100000011101010101111100010111100011100111110000010011010001110110110110110110000110001010111100011010000001001000100001011110101001101010001000100100101000110101101101010011011101100001	5298753051252332454985742279464756627100267803593857520422	True
886	1281	001111010000100001010010011100001011101111010010011101111100001110001010111010100110000110001	483986395418848373595838636	True
886	1281	001111010000100001010010011100001011101111010010011101111100001110001010111010100110000110001010010100	483986395418848373595838636716	True
886	1281	0011110100001000010100100111000010111011110100100111011111000011100010101110101001100001100010100101001010101111	483986395418848373595838636716465	True
886	1281	0011110100001000010100100111000010111011110100100111011111000011100010101110101001100001100010100101001010101111010011110	483986395418848373595838636716465830	True
886	1281	00111101000010000101001001110000101110111101001001110111110000111000101011101010011000011000101001010010101011110100111101000101100	483986395418848373595838636716465830444	True
886	1299	00111101000010000101001001110000101110111101001001110111110000111000101011101010011000011000101001010010101011110100111101000101100101100101	483986395418848373595838636716465830444670	True
886	1300	00111101000010000101001001110000101110111101001001110111110000111000101011101010011000011000101001010010101011110100111101000101100101100101110011000111	483986395418848373595838636716465830444670475	True
886	1305	00111101000010000101001001110000101110111101001001110111110000111000101011101010011000011000101001010010101011110100111101000101100101100101110011000111000011100	483986395418848373595838636716465830444670475111	True
886	1318	001111010000100001010010011100001011101111010010011101111100001110001010111010100110000110001010010100101010111101001111010001011001011001011100110001110000111000111001011	483986395418848373595838636716465830444670475111218	True
886	1328	001111010000100001010010011100001011101111010010011101111100001110001010111010100110000110001010010100101010111101001111010001011001011001011100110001110000111000111001011111011100111	483986395418848373595838636716465830444670475111218870	True
886	1328	00111101000010000101001001110000101110111101001001110111110000111000101011101010011000011000101001010010101011110100111101000101100101100101110011000111000011100011100101111101110011111110000001	483986395418848373595838636716465830444670475111218870101	True
887	1314	0010111000010100111101010101010010110001001001001011011001111001100110111011001000000000101110	4388129022680221144446878613	True
887	1314	0010111000010100111101010101010010110001001001001011011001111001100110111011001000000000101110011111100	4388129022680221144446878613756	True
887	1314	0010111000010100111101010101010010110001001001001011011001111001100110111011001000000000101110011111100111011100	4388129022680221144446878613756430	True
887	1314	0010111000010100111101010101010010110001001001001011011001111001100110111011001000000000101110011111100111011100111000100	4388129022680221144446878613756430107	True
887	1314	00101110000101001111010101010100101100010010010010110110011110011001101110110010000000001011100111111001110111001110001001001110111	4388129022680221144446878613756430107281	True
887	1314	00101110000101001111010101010100101100010010010010110110011110011001101110110010000000001011100111111001110111001110001001001110111010011011	4388129022680221144446878613756430107281800	True
887	1314	00101110000101001111010101010100101100010010010010110110011110011001101110110010000000001011100111111001110111001110001001001110111010011011100000001	4388129022680221144446878613756430107281800640	True
887	1314	00101110000101001111010101010100101100010010010010110110011110011001101110110010000000001011100111111001110111001110001001001110111010011011100000001000001011	4388129022680221144446878613756430107281800640395	True
887	1314	00101110000101001111010101010100101100010010010010110110011110011001101110110010000000001011100111111001110111001110001001001110111010011011100000001000001011110011000	4388129022680221144446878613756430107281800640395253	True
887	1325	001011100001010011110101010101001011000100100100101101100111100110011011101100100000000010111001111110011101110011100010010011101110100110111000000010000010111100110000110100111	4388129022680221144446878613756430107281800640395253842	True
887	1334	001011100001010011110101010101001011000100100100101101100111100110011011101100100000000010111001111110011101110011100010010011101110100110111000000010000010111100110000110100111111110000	4388129022680221144446878613756430107281800640395253842627	True
888	1116	1101011101001011011110011100011111000000111010101110011001111111010000000001101010111001011	860220613400354868733568426595	True
888	1116	1101011101001011011110011100011111000000111010101110011001111111010000000001101010111001011101101010	860220613400354868733568426595681	True
